RECID|RAKNONRAK|KodeToko|TIPERAK|NORAK|KET_RAK|NAMA_RAK|NOSHELF|KET_SHELF|KIRIKANAN|DEPANBLK|ATASBAWAH|DIVISI|PRDCD|PLUMD|KODESHELF|TKIRIKANAN|TATASBAWAH|TDEPANBLK|QTY|QTY_LENGTH|PKM|MINDISP|NPLUS|TGL_MULAI|TGL_AKHIR|KET|ADDID|ADDTIME|UPDID|UPDTIME|TGL_NP1|TGL_NP2,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|2||7|1|1||10000019|10000019||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|2||8|1|1||10000020|10000020||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|2||6|1|1||10000021|10000021||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|64||3|1|1||10000052|10000052||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|21||14|1|1||10000060|10000060||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|11|1|1||10000069|10000069||1|1|7|0|0.00|0|7|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|4|1|1||10000073|10000073||1|1|10|0|0.00|0|10|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|8|1|1||10000075|10000075||1|1|6|0|0.00|0|6|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|2|1|1||10000077|10000077||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|2||2|1|1||10000088|10000088||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|42933|COC BATTERY ( MEJA BARU )|RBATTN42933|1||4|1|1||10000090|10000090||2|1|9|0|0.00|0|18|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|5||17|1|1||10000097|10000097||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|4|1|3||10000098|10000098||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|32||5|1|1||10000101|10000101||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|31||7|1|1||10000102|10000102||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|62||3|1|1||10000103|10000103||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|62||4|1|1||10000104|10000104||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|35755|COOLER GABUNG BEVERAGES COLA 8 PINTU|CLB08C35755|4||5|1|1||10000107|10000107||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|21||10|1|1||10000116|10000116||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|21||15|1|1||10000117|10000117||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|34074|BABY KIDS CARE 2 RAK DOUBLE 150 CM|BKC2DX34074|13||14|1|1||10000120|10000120||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|13||8|1|1||10000126|10000126||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|83397|WING RAK JAM|WRJAM83397|1||3|1|1||10000128|10000128||1|1|7|0|0.00|0|7|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|83397|WING RAK JAM|WRJAM83397|1||2|1|1||10000129|10000129||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|33||4|1|1||10000132|10000132||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|42||3|1|1||10000133|10000133||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|33||4|1|1||10000135|10000135||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|10||5|1|1||10000143|10000143||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|4||3|1|1||10000144|10000144||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|10||6|1|1||10000146|10000146||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|3||17|1|1||10000149|10000149||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|6|1|1||10000154|10000154||1|1|10|0|0.00|0|10|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|5|1|1||10000155|10000155||1|1|9|0|0.00|0|9|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|4||5|1|1||10000159|10000159||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|23637|CONFECTIONARY 2 RAK DOUBLE EXTENDER|CON02DX23637|16||7|1|1||10000172|10000172||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|35||4|1|1||10000175|10000175||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|35||7|1|1||10000178|10000178||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|36||1|1|1||10000181|10000181||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2279|INSTANT FOOD 4 RAK DOUBLE EXTENDER|IFD04DX02279|9||4|1|1||10000184|10000184||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2279|INSTANT FOOD 4 RAK DOUBLE EXTENDER|IFD04DX02279|10||1|1|1||10000185|10000185||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|34074|BABY KIDS CARE 2 RAK DOUBLE 150 CM|BKC2DX34074|11|HANGER|2|1|1||10000189|10000189||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|79006|MODIS INDOESKRIM 2|RIM0279006|2||4|1|1||10000193|10000193||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|14|1|2||10000197|10000197||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|64||4|1|1||10000206|10000206||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|35||1|1|2||10000210|10000210||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|22||4|1|1||10000212|10000212||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|41||1|1|1||10000213|10000213||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|1||1|1|1||10000234|10000234||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2279|INSTANT FOOD 4 RAK DOUBLE EXTENDER|IFD04DX02279|16||1|1|1||10000245|10000245||1|1|4|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|2||1|1|1||10000255|10000255||2|1|3|0|0.00|0|6|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|35755|COOLER GABUNG BEVERAGES COLA 8 PINTU|CLB08C35755|39||9|1|1||10000278|10000278||1|1|10|0|0.00|0|10|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2662|DETERGENT & CLEANER DESINFECTANT|DND05DX02662|23||7|1|1||10000279|10000279||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|3884|STATIONARY 1 RAK DOUBLE 150 CM|STA01DX03884|2||9|1|1||10000280|10000280||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|4||10|1|1||10000289|10000289||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|35051|BREAKFAST 2 RAK DOUBLE EXTENDER|BRE2DXX35051|6||8|1|1||10000304|10000304||1|1|6|0|0.00|0|6|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|17||2|1|1||10000305|10000305||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|66||1|1|1||10000310|10000310||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|23637|CONFECTIONARY 2 RAK DOUBLE EXTENDER|CON02DX23637|12||3|1|1||10000312|10000312||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|41575|MEJA KASIR CONFECTIONARY 4 PANEL MODEL BARU|COC0441575|12||2|1|1||10000312|10000312||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|42933|COC BATTERY ( MEJA BARU )|RBATTN42933|3||5|1|1||10000313|10000313||1|5|1|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|56|RAZZOR|11|1|2||10000318|10000318||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|22||17|1|1||10000320|10000320||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|23637|CONFECTIONARY 2 RAK DOUBLE EXTENDER|CON02DX23637|3||5|1|1||10000322|10000322||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|41575|MEJA KASIR CONFECTIONARY 4 PANEL MODEL BARU|COC0441575|13||4|1|1||10000322|10000322||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|17||8|1|1||10000324|10000324||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|70||5|1|1||10000341|10000341||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|70||2|1|1||10000348|10000348||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|42||1|1|1||10000360|10000360||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|64396|BEVERAGE 3 RAK SINGLE|BEV03U64396|8||4|1|1||10000405|10000405||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|23637|CONFECTIONARY 2 RAK DOUBLE EXTENDER|CON02DX23637|2||2|1|1||10000418|10000418||1|1|4|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|7||2|1|1||10000425|10000425||3|1|2|0|0.00|0|6|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|64396|BEVERAGE 3 RAK SINGLE|BEV03U64396|16||2|1|1||10000426|10000426||3|1|3|0|0.00|0|9|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|62||2|1|1||10000430|10000430||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|19||3|1|1||10000431|10000431||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|34||6|1|1||10000439|10000439||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|38||2|1|1||10000442|10000442||2|1|2|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|7278|RAK PROGRAM PEMERINTAH|RPP07278|2||10|1|1||10000443|10000443||1|1|6|0|0.00|0|6|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|23637|CONFECTIONARY 2 RAK DOUBLE EXTENDER|CON02DX23637|6||3|1|1||10000450|10000450||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|2||2|1|1||10000451|10000451||2|3|1|0|0.00|0|6|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|7|1|1||10000452|10000452||1|1|4|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|29||6|1|1||10000461|10000461||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|3||2|1|1||10000465|10000465||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|1|1|1||10000473|10000473||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|3884|STATIONARY 1 RAK DOUBLE 150 CM|STA01DX03884|2||3|1|1||10000475|10000475||1|2|1|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|86599|RRAK TOKO|RRAK86599|1||22|1|1||10000475|10000475||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2662|DETERGENT & CLEANER DESINFECTANT|DND05DX02662|23||8|1|1||10000482|10000482||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|13||7|1|1||10000501|10000501||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2279|INSTANT FOOD 4 RAK DOUBLE EXTENDER|IFD04DX02279|15||1|1|1||10000507|10000507||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|1||7|1|1||10000508|10000508||1|1|4|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|1||6|1|1||10000509|10000509||1|1|4|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|44||18|1|1||10000517|10000517||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|18||6|1|1||10000525|10000525||1|2|2|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|42933|COC BATTERY ( MEJA BARU )|RBATTN42933|1||6|1|1||10000527|10000527||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|35||6|1|1||10000542|10000542||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|3||7|1|1||10000548|10000548||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|5||19|1|1||10000549|10000549||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|5||8|1|1||10000552|10000552||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|8|1|4||10000553|10000553||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|4|1|2||10000555|10000555||1|1|10|0|0.00|0|10|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|29||3|1|1||10000562|10000562||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|6||4|1|1||10000578|10000578||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|6||5|1|1||10000579|10000579||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2467|NEW BASIC FOOD 6 RAK DOUBLE DENGAN 2 ACRYLIC EXTENDER|BFD06DX02467|13||10|1|1||10000587|10000587||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|42933|COC BATTERY ( MEJA BARU )|RBATTN42933|3||6|1|1||10000610|10000610||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|8|1|5||10000621|10000621||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|20|AKRILIC HAR VITAMIN|2|1|1||10000632|10000632||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|35051|BREAKFAST 2 RAK DOUBLE EXTENDER|BRE2DXX35051|3||1|1|1||10000638|10000638||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2279|INSTANT FOOD 4 RAK DOUBLE EXTENDER|IFD04DX02279|10||6|1|1||10000652|10000652||2|1|3|0|0.00|0|6|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2279|INSTANT FOOD 4 RAK DOUBLE EXTENDER|IFD04DX02279|23||5|1|1||10000653|10000653||1|1|5|0|0.00|0|5|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|3884|STATIONARY 1 RAK DOUBLE 150 CM|STA01DX03884|2||10|1|1||10000656|10000656||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|6|ACRILIC OBAT|7|1|2||10000665|10000665||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|17330|SNACK TRADITIONAL LOKAL  1 RAK DOUBLE EXTENDER|SLK01DX17330|5||4|1|1||10000675|10000675||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|82610|MEDICINE 1 RAK SINGLE|MED01S82610|4||13|1|1||10000680|10000680||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|43304|FESTIVE TOKO STANDARD|ALLFEST143304|1||3|1|1||10000688|10000688||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|43304|FESTIVE TOKO STANDARD|ALLFEST143304|1||4|1|1||10000689|10000689||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|43304|FESTIVE TOKO STANDARD|ALLFEST143304|1||5|1|1||10000690|10000690||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|64396|BEVERAGE 3 RAK SINGLE|BEV03U64396|1||9|1|1||10000700|10000700||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|64396|BEVERAGE 3 RAK SINGLE|BEV03U64396|1||3|1|1||10000704|10000704||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2279|INSTANT FOOD 4 RAK DOUBLE EXTENDER|IFD04DX02279|9||3|1|1||10000713|10000713||2|1|3|0|0.00|0|6|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|13||4|1|1||10000720|10000720||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|13||3|1|1||10000721|10000721||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2337|MILK & BABY FOOD  6 RAK SINGGLE|MBF06U02337|10||1|1|1||10000724|10000724||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|39||8|1|1||10000726|10000726||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|50||1|1|1||10000731|10000731||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|42||4|1|1||10000734|10000734||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|6||10|1|1||10000739|10000739||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|27||4|1|1||10000752|10000752||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|2681|SNACK & BISCUIT  10 RAK DOUBLE EXTENDER|SNB10DX02681|27||5|1|1||10000753|10000753||1|1|3|0|0.00|0|3|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|23637|CONFECTIONARY 2 RAK DOUBLE EXTENDER|CON02DX23637|6||4|1|1||10000757|10000757||1|1|4|0|0.00|0|4|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|41575|MEJA KASIR CONFECTIONARY 4 PANEL MODEL BARU|COC0441575|14||1|1|1||10000760|10000760||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|23637|CONFECTIONARY 2 RAK DOUBLE EXTENDER|CON02DX23637|14||3|1|1||10000763|10000763||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|23637|CONFECTIONARY 2 RAK DOUBLE EXTENDER|CON02DX23637|14||7|1|1||10000765|10000765||1|1|11|0|0.00|0|11|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|23637|CONFECTIONARY 2 RAK DOUBLE EXTENDER|CON02DX23637|14||6|1|1||10000766|10000766||1|1|11|0|0.00|0|11|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|64396|BEVERAGE 3 RAK SINGLE|BEV03U64396|1||10|1|1||10000771|10000771||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|64396|BEVERAGE 3 RAK SINGLE|BEV03U64396|1||2|1|1||10000772|10000772||1|1|2|0|0.00|0|2|0||||||04/06/2025 06:55:18||||,
|R|XXX|A|9915|PERSONAL CARE 8 RAK DOUBLE EXTENDER|PCE08DX09915|39|AKRILIC COSMETICE|15|1|1||10000798|10000798||1|1|1|0|0.00|0|1|0||||||04/06/2025 06:55:18||||,
